id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
993;Florianópolis;Mario Sérgio;Tenis Adidas;Mary Ginsburg;feminino;credito
994;Canoas;Carlos Henrique;Tenis Fila;Sue Diaz;feminino;pix
995;Porto Alegre;Luiza Cherobini;Tenis Nike;Cody Post;masculino;credito
996;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Thomas Smith;masculino;credito
997;Florianópolis;Claudia dos Santos;Tenis NB;Richard Trout;masculino;boleto
998;São Paulo;Cassia Moraes;Tenis Adidas;Adam Meredith;masculino;credito
999;Lajeado;Juliano Faccioni;Tenis Fila;Jerry Holifeild;masculino;credito
1000;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Jarvis Halloran;masculino;pix
1001;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Renae Godwin;feminino;credito
1002;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Andrea Few;feminino;credito
1003;São Paulo;Cassia Moraes;Tenis Nike;Noemi Ramsey;feminino;boleto
1004;Porto Alegre;Rodrigo Tadewald;Tenis NB;Susan Jessee;feminino;credito
1005;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Mittie Pippenger;feminino;credito
1006;Canoas;Carlos Henrique;Tenis NB;Carl Avila;masculino;credito
1007;Florianópolis;Claudia dos Santos;Tenis Adidas;Robert Mccall;masculino;pix
1008;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Kelley Rybicki;masculino;credito
1009;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Bernard Dockstader;masculino;credito
1010;Porto Alegre;Luiza Cherobini;Tenis NB;Phyllis Hendricks;feminino;pix
1011;Canoas;Carlos Henrique;Tenis Adidas;Anthony Duboise;masculino;boleto
1012;Lajeado;Adriano Soares;Tenis Adidas;Renee Bulmer;feminino;credito
1013;Canoas;Luis Fernando;Tenis Adidas;Dewitt Roberts;masculino;credito
1014;Caxias do Sul;Mateus Kienzle;Tenis Adidas;John Saucedo;masculino;credito
1015;Canoas;Carlos Henrique;Tenis Nike;Sara Salter;feminino;pix
1016;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Chad Thomas;masculino;credito
1017;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Harrison Obrien;masculino;credito
1018;Caxias do Sul;Mateus Kienzle;Tenis NB;Jamison Garnett;masculino;credito
1019;Porto Alegre;Luiza Cherobini;Tenis NB;Rachel Mcclellan;feminino;credito
1020;São Paulo;Claudio Bueno;Tenis Nike;Danny Santos;masculino;credito
1021;Canoas;Carlos Henrique;Tenis Nike;Ida Bradley;feminino;credito
1022;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Ruth Sherrod;feminino;credito
1023;Florianópolis;Mario Sérgio;Tenis Adidas;Donna Santiago;feminino;credito
1024;Lajeado;Adriano Soares;Tenis Fila;Marina Gagnon;feminino;credito
1025;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Roger Pickett;masculino;credito
1026;Caxias do Sul;Mateus Kienzle;Tenis Adidas;David Stokes;masculino;credito
1027;São Paulo;Claudio Bueno;Tenis NB;Philip Fett;masculino;credito
1028;Lajeado;Adriano Soares;Tenis Fila;Lisbeth Putnam;feminino;pix
1029;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Kim Pipkin;feminino;pix
1030;São Paulo;Cassia Moraes;Tenis Nike;Timothy Leader;masculino;credito
1031;Canoas;Carlos Henrique;Tenis Adidas;Martin Pamintuan;masculino;credito
1032;Lajeado;Juliano Faccioni;Tenis NB;Carlotta Jones;feminino;credito
1033;Canoas;Carlos Henrique;Tenis Fila;David Spellman;masculino;credito
1034;Caxias do Sul;Mateus Kienzle;Tenis Nike;Sandra Carranza;feminino;credito
1035;Lajeado;Juliano Faccioni;Tenis Nike;Benjamin Banks;masculino;credito
1036;São Paulo;Claudio Bueno;Tenis Fila;Mark Mullen;masculino;credito
1037;Canoas;Luis Fernando;Tenis Fila;Clarence Peterson;masculino;credito
1038;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Douglas Sanchez;masculino;credito
1039;Lajeado;Juliano Faccioni;Tenis Nike;Robin Floyd;feminino;boleto
1040;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Ann Martinez;feminino;credito
1041;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Richard Sparkman;masculino;credito
1042;Lajeado;Juliano Faccioni;Tenis Adidas;Sherry Copley;feminino;credito
1043;Lajeado;Adriano Soares;Tenis Adidas;Sandy Rosner;feminino;boleto
1044;São Paulo;Cassia Moraes;Tenis NB;Thomas Oneal;masculino;credito
1045;Caxias do Sul;Mateus Kienzle;Tenis NB;Jesse Maxwell;masculino;credito
1046;São Paulo;Cassia Moraes;Tenis NB;Howard Wilhelm;masculino;credito
1047;Lajeado;Adriano Soares;Tenis NB;Sanjuanita Pilkington;feminino;credito
1048;Canoas;Carlos Henrique;Tenis Nike;Anthony Perez;masculino;credito
1049;Canoas;Luis Fernando;Tenis Nike;Ingrid Marson;feminino;credito
1050;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Ruth Moore;feminino;credito
1051;Florianópolis;Mario Sérgio;Tenis Fila;Jeremiah Moore;masculino;boleto
1052;Florianópolis;Claudia dos Santos;Tenis NB;Robert Williams;masculino;credito
1053;São Paulo;Cassia Moraes;Tenis Fila;Christina Guidry;feminino;credito
1054;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Danielle Musto;feminino;credito
1055;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Kirk Mota;masculino;boleto
1056;Canoas;Carlos Henrique;Tenis Fila;Mary Hall;feminino;credito
1057;Canoas;Luis Fernando;Tenis Adidas;John Sidney;masculino;credito
1058;Canoas;Carlos Henrique;Tenis Nike;Valerie Anderson;feminino;credito
1059;Porto Alegre;Luiza Cherobini;Tenis NB;Beverly Cox;feminino;credito
1060;Canoas;Carlos Henrique;Tenis Nike;Benjamin Seneker;masculino;credito
1061;São Paulo;Cassia Moraes;Tenis Nike;Lawrence Hartung;masculino;pix
1062;Florianópolis;Claudia dos Santos;Tenis NB;Betty Jones;feminino;credito
1063;Lajeado;Adriano Soares;Tenis NB;Marcia Espinoza;feminino;credito
1064;São Paulo;Cassia Moraes;Tenis Nike;David Neira;masculino;credito
1065;Florianópolis;Mario Sérgio;Tenis Nike;Lola Cowan;feminino;credito
1066;São Paulo;Claudio Bueno;Tenis NB;Anna Trogdon;feminino;credito
1067;Lajeado;Juliano Faccioni;Tenis Fila;Victor Valerio;masculino;boleto
1068;Canoas;Luis Fernando;Tenis Nike;Patrick Bruning;masculino;credito
1069;Lajeado;Adriano Soares;Tenis Fila;Marquita Albert;feminino;credito
1070;Lajeado;Adriano Soares;Tenis Fila;Robert Ramirez;masculino;credito
1071;Lajeado;Adriano Soares;Tenis NB;Diane Smart;feminino;credito
1072;Lajeado;Juliano Faccioni;Tenis Nike;Fred Hudson;masculino;credito
1073;Florianópolis;Mario Sérgio;Tenis Fila;Joseph Beck;masculino;credito
1074;Canoas;Luis Fernando;Tenis Fila;Mary Marsden;feminino;boleto
1075;Canoas;Luis Fernando;Tenis Nike;Jeffrey Nixon;masculino;boleto
1076;São Paulo;Cassia Moraes;Tenis NB;Rae Richards;feminino;credito
1077;São Paulo;Claudio Bueno;Tenis Nike;Lucienne Altro;feminino;credito
1078;Porto Alegre;Luiza Cherobini;Tenis Adidas;Randy Mcgillicuddy;masculino;boleto
1079;São Paulo;Claudio Bueno;Tenis Fila;Michelle Hahn;feminino;credito
1080;São Paulo;Claudio Bueno;Tenis NB;Julia Adams;feminino;credito
1081;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Giovanni Messina;masculino;credito
1082;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Violette Marsh;feminino;credito
1083;Florianópolis;Claudia dos Santos;Tenis NB;Clifford Bucher;masculino;pix
1084;Caxias do Sul;Mateus Kienzle;Tenis Nike;Brian Conover;masculino;boleto
1085;Florianópolis;Mario Sérgio;Tenis NB;Tonja Kelly;feminino;pix
1086;Caxias do Sul;Mateus Kienzle;Tenis Nike;Kevin Engram;masculino;credito
1087;Florianópolis;Mario Sérgio;Tenis Fila;Darlene Bush;feminino;credito
1088;Porto Alegre;Rodrigo Tadewald;Tenis NB;Jeffery Hanlon;masculino;boleto
1089;Lajeado;Adriano Soares;Tenis Adidas;Wendy Mathis;feminino;credito
1090;Florianópolis;Claudia dos Santos;Tenis Fila;Sandra Aupperle;feminino;credito
1091;Lajeado;Adriano Soares;Tenis Nike;Melvin Chan;masculino;credito
1092;São Paulo;Cassia Moraes;Tenis NB;Beth Wilson;feminino;credito
1093;São Paulo;Cassia Moraes;Tenis NB;Scott Coleman;masculino;credito
1094;Florianópolis;Mario Sérgio;Tenis NB;Marian Arbeiter;feminino;credito
1095;Porto Alegre;Luiza Cherobini;Tenis Nike;Tomi Salinas;feminino;credito
1096;Lajeado;Adriano Soares;Tenis NB;John Edwards;masculino;boleto
1097;São Paulo;Claudio Bueno;Tenis Nike;Tommy Taggart;masculino;credito
1098;Porto Alegre;Luiza Cherobini;Tenis Nike;Julie Strawderman;feminino;credito
1099;Porto Alegre;Luiza Cherobini;Tenis Fila;James Allen;masculino;credito
1100;Florianópolis;Claudia dos Santos;Tenis NB;Jeffrey Rines;masculino;credito
1101;Porto Alegre;Luiza Cherobini;Tenis Nike;Norma Johnson;feminino;credito
1102;São Paulo;Cassia Moraes;Tenis Nike;Kristina Burdette;feminino;credito
1103;Florianópolis;Claudia dos Santos;Tenis Nike;Debra Helton;feminino;credito
1104;Porto Alegre;Luiza Cherobini;Tenis Fila;Marie Dare;feminino;credito
1105;São Paulo;Claudio Bueno;Tenis Adidas;Emanuel Naffziger;masculino;credito
1106;Lajeado;Adriano Soares;Tenis NB;Maggie Rhodes;feminino;credito
1107;Canoas;Carlos Henrique;Tenis Nike;Willie Phernetton;feminino;credito
1108;Porto Alegre;Luiza Cherobini;Tenis Nike;Linda Horton;feminino;credito
1109;Florianópolis;Claudia dos Santos;Tenis NB;Kathy Irvine;feminino;credito
1110;São Paulo;Cassia Moraes;Tenis Adidas;Patricia Baker;feminino;credito
1111;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Edward Jones;masculino;boleto
1112;Porto Alegre;Rodrigo Tadewald;Tenis NB;Thomas Luna;masculino;credito
1113;Florianópolis;Mario Sérgio;Tenis Adidas;Gertrude Sluka;feminino;boleto
1114;Canoas;Luis Fernando;Tenis NB;Alex Bergeron;masculino;credito
1115;Florianópolis;Claudia dos Santos;Tenis Fila;Sarah Wiemer;feminino;credito
1116;Porto Alegre;Luiza Cherobini;Tenis Nike;Karen Chalker;feminino;credito
1117;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Thomas Cheek;masculino;credito
1118;São Paulo;Claudio Bueno;Tenis NB;Keith Carmean;masculino;credito
1119;Canoas;Luis Fernando;Tenis Nike;James Rucker;masculino;credito
1120;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Seth Nguyen;masculino;credito
1121;Canoas;Carlos Henrique;Tenis Nike;Carmen Olivares;feminino;credito
1122;Florianópolis;Claudia dos Santos;Tenis Fila;Marjorie Daniels;feminino;credito
1123;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Robert Baker;masculino;credito
1124;Caxias do Sul;Mateus Kienzle;Tenis NB;Brian Mulloy;masculino;credito
1125;São Paulo;Claudio Bueno;Tenis Fila;Jennifer Langham;feminino;credito
1126;Canoas;Carlos Henrique;Tenis NB;Irene Clarke;feminino;credito
1127;Lajeado;Adriano Soares;Tenis Nike;Wallace Martin;masculino;credito
1128;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Lindsay Gillispie;feminino;credito
1129;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Kimberly Clawson;feminino;credito
1130;Lajeado;Juliano Faccioni;Tenis NB;Michael Lincourt;masculino;credito
1131;Caxias do Sul;Mateus Kienzle;Tenis Nike;Anne White;feminino;credito
1132;São Paulo;Claudio Bueno;Tenis Fila;Carlos Patterson;masculino;credito
1133;Canoas;Carlos Henrique;Tenis Nike;Enrique Anderson;masculino;pix
1134;São Paulo;Claudio Bueno;Tenis Fila;Jenell Johnson;feminino;boleto
1135;Canoas;Carlos Henrique;Tenis NB;Harold Barton;masculino;pix
1136;São Paulo;Cassia Moraes;Tenis Adidas;Rosa Kinsey;feminino;credito
1137;Lajeado;Adriano Soares;Tenis Adidas;Rodney Wrenn;masculino;credito
1138;Florianópolis;Mario Sérgio;Tenis Fila;Joseph Hughart;masculino;credito
1139;Porto Alegre;Luiza Cherobini;Tenis Fila;Jack Lemieux;masculino;boleto
1140;Canoas;Luis Fernando;Tenis Adidas;Margaret Smith;feminino;credito
1141;Canoas;Carlos Henrique;Tenis Fila;Sean Hess;masculino;credito
1142;Canoas;Luis Fernando;Tenis Nike;Dustin Kelley;masculino;credito
1143;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Kevin Lucy;masculino;pix
1144;São Paulo;Cassia Moraes;Tenis Fila;David Harper;masculino;credito
1145;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Clinton Miller;masculino;boleto
1146;São Paulo;Cassia Moraes;Tenis Fila;Ruth Quinones;feminino;boleto
1147;Lajeado;Juliano Faccioni;Tenis Adidas;Lisa Wright;feminino;credito
1148;Lajeado;Juliano Faccioni;Tenis Nike;Donna Martinez;feminino;credito
1149;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Glen Siddall;masculino;credito
1150;Canoas;Carlos Henrique;Tenis Adidas;Hazel Balser;feminino;credito
1151;Lajeado;Adriano Soares;Tenis Adidas;Sergio Brimer;masculino;credito
1152;Lajeado;Juliano Faccioni;Tenis Fila;Roy Violette;masculino;boleto
1153;Caxias do Sul;Mateus Kienzle;Tenis NB;Karen Orsini;feminino;credito
1154;São Paulo;Claudio Bueno;Tenis NB;Phyllis Davis;feminino;credito
1155;Florianópolis;Claudia dos Santos;Tenis Nike;Vicki Licon;feminino;credito
1156;Canoas;Luis Fernando;Tenis Fila;Michael Voss;masculino;credito
1157;Canoas;Luis Fernando;Tenis NB;Carolina Anderson;feminino;credito
1158;Lajeado;Adriano Soares;Tenis Fila;Jonathan Mendez;masculino;credito
1159;Canoas;Luis Fernando;Tenis Fila;William Mealer;masculino;credito
1160;Canoas;Carlos Henrique;Tenis Nike;Walter Clouston;masculino;credito
1161;Canoas;Carlos Henrique;Tenis Adidas;Kurt Briley;masculino;pix
1162;Florianópolis;Mario Sérgio;Tenis Fila;Roosevelt Starr;masculino;credito
1163;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Justin Elizalde;masculino;pix
1164;Canoas;Luis Fernando;Tenis NB;David Brashear;masculino;credito
1165;Caxias do Sul;Mateus Kienzle;Tenis NB;Bonnie Taylor;feminino;credito
1166;Porto Alegre;Luiza Cherobini;Tenis Fila;Paul Dickinson;masculino;credito
1167;Florianópolis;Claudia dos Santos;Tenis Fila;See Beckel;feminino;credito
1168;Canoas;Carlos Henrique;Tenis Fila;Joseph Bender;masculino;credito
1169;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;James Tankersley;masculino;credito
1170;Lajeado;Adriano Soares;Tenis Fila;Paul Walsh;masculino;boleto
1171;São Paulo;Cassia Moraes;Tenis Adidas;Carole Marshall;feminino;credito
1172;São Paulo;Claudio Bueno;Tenis Nike;Henrietta Vincent;feminino;credito
1173;São Paulo;Claudio Bueno;Tenis Fila;Ursula Ines;feminino;credito
1174;Canoas;Luis Fernando;Tenis NB;Myrtle Blackman;feminino;pix
1175;São Paulo;Claudio Bueno;Tenis Fila;Virgil Miller;masculino;credito
1176;Lajeado;Adriano Soares;Tenis Nike;Jerry Ramirez;masculino;credito
1177;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Frank Siegfried;masculino;credito
1178;Canoas;Luis Fernando;Tenis Fila;Elvis Landis;masculino;credito
1179;Florianópolis;Claudia dos Santos;Tenis NB;Romaine Burns;feminino;pix
1180;Lajeado;Adriano Soares;Tenis Fila;Alvina Blaney;feminino;boleto
1181;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Travis Price;masculino;credito
1182;Canoas;Carlos Henrique;Tenis Adidas;Janet Street;feminino;boleto
1183;Lajeado;Juliano Faccioni;Tenis NB;Kerrie Besaw;feminino;pix
1184;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Michelle Chunn;feminino;credito
1185;Florianópolis;Mario Sérgio;Tenis Fila;Margaret Lilley;feminino;credito
1186;Porto Alegre;Luiza Cherobini;Tenis NB;Steven Elswick;masculino;pix
1187;São Paulo;Cassia Moraes;Tenis NB;James Duncan;masculino;credito
1188;Canoas;Luis Fernando;Tenis NB;Karen Dumas;feminino;credito
1189;Canoas;Carlos Henrique;Tenis Adidas;Betty Stevenson;feminino;credito
1190;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Lynn Cole;feminino;credito
1191;Lajeado;Adriano Soares;Tenis Adidas;Adam Howe;masculino;credito
1192;Porto Alegre;Luiza Cherobini;Tenis Adidas;Melanie Hiemstra;feminino;credito
1193;Canoas;Carlos Henrique;Tenis Adidas;Jackie Oakley;feminino;credito
1194;Lajeado;Adriano Soares;Tenis Nike;Connie Clayton;feminino;credito
1195;Florianópolis;Claudia dos Santos;Tenis NB;Sandra Ekstrom;feminino;boleto
1196;Florianópolis;Mario Sérgio;Tenis Adidas;Deborah Hernandez;feminino;credito
1197;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;James Hancock;masculino;credito
1198;Lajeado;Adriano Soares;Tenis Adidas;Cecilia Weber;feminino;credito
1199;São Paulo;Cassia Moraes;Tenis Fila;Seth Richardson;masculino;credito
1200;Lajeado;Juliano Faccioni;Tenis Nike;John Benigni;masculino;credito
1201;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Jocelyn Ayala;feminino;credito
1202;São Paulo;Claudio Bueno;Tenis Fila;Ralph Robinson;masculino;credito
1203;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Jermaine Ingram;masculino;credito
1204;Canoas;Luis Fernando;Tenis Adidas;Sandy Johnson;feminino;credito
1205;São Paulo;Cassia Moraes;Tenis Fila;Beverly Foley;feminino;credito
1206;Lajeado;Juliano Faccioni;Tenis NB;Ricardo Lewis;masculino;credito
1207;Caxias do Sul;Mateus Kienzle;Tenis Nike;Preston Epps;masculino;credito
1208;Canoas;Luis Fernando;Tenis Fila;Antonio Payne;masculino;credito
1209;Porto Alegre;Luiza Cherobini;Tenis Nike;Melva Kemp;feminino;credito
1210;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Mary Muhammad;feminino;credito
1211;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;George Trueblood;masculino;credito
1212;Lajeado;Juliano Faccioni;Tenis NB;Frances Zirin;feminino;credito
1213;Lajeado;Adriano Soares;Tenis Adidas;Damien Moreta;masculino;boleto
1214;São Paulo;Claudio Bueno;Tenis Adidas;Ann Cunningham;feminino;credito
1215;Canoas;Luis Fernando;Tenis Adidas;Helen Kurz;feminino;credito
1216;Florianópolis;Mario Sérgio;Tenis NB;Brian Griffin;masculino;boleto
1217;São Paulo;Claudio Bueno;Tenis Adidas;Samuel Hernandez;masculino;credito
1218;Canoas;Carlos Henrique;Tenis Nike;Margaret Brown;feminino;credito
1219;Lajeado;Adriano Soares;Tenis Fila;Patricia Phariss;feminino;pix
1220;Canoas;Carlos Henrique;Tenis Fila;Elnora Valentine;feminino;credito
1221;Lajeado;Juliano Faccioni;Tenis Fila;Brian Wray;masculino;credito
1222;Lajeado;Juliano Faccioni;Tenis NB;Addie Crockett;feminino;credito
1223;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Thomas Ivey;masculino;credito
1224;São Paulo;Claudio Bueno;Tenis Fila;Richelle Porter;feminino;boleto
1225;Lajeado;Juliano Faccioni;Tenis NB;Sabrina Robertson;feminino;credito
1226;Porto Alegre;Luiza Cherobini;Tenis Adidas;John Ruble;masculino;credito
1227;São Paulo;Cassia Moraes;Tenis Fila;Dorothy Trotta;feminino;credito
1228;Florianópolis;Mario Sérgio;Tenis Fila;Amy Henton;feminino;pix
1229;Porto Alegre;Rodrigo Tadewald;Tenis NB;Nancy Cowley;feminino;credito
1230;Lajeado;Juliano Faccioni;Tenis Nike;Edith Perry;feminino;credito
1231;São Paulo;Cassia Moraes;Tenis Fila;Marjorie Crawford;feminino;boleto
1232;São Paulo;Cassia Moraes;Tenis Adidas;Jeanne Gilliam;feminino;credito
1233;Lajeado;Juliano Faccioni;Tenis Adidas;Darren Price;masculino;credito
1234;Lajeado;Adriano Soares;Tenis Adidas;Sharon Buffington;feminino;boleto
1235;Canoas;Luis Fernando;Tenis Fila;Walter Maranda;masculino;boleto
1236;Porto Alegre;Luiza Cherobini;Tenis Adidas;Janet Boyd;feminino;boleto
1237;São Paulo;Cassia Moraes;Tenis Adidas;Rocco Harris;masculino;credito
1238;Canoas;Luis Fernando;Tenis Adidas;Antonio Mcdonnell;masculino;boleto
1239;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Gary Waldecker;masculino;credito
1240;Caxias do Sul;Mateus Kienzle;Tenis Nike;Raymond Leetch;masculino;credito
1241;Florianópolis;Claudia dos Santos;Tenis Fila;Joseph Rivera;masculino;credito
1242;Porto Alegre;Luiza Cherobini;Tenis Nike;Scott Lauseng;masculino;credito
1243;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Sun Cater;feminino;pix
1244;São Paulo;Claudio Bueno;Tenis NB;Gary Bennett;masculino;credito
1245;Florianópolis;Mario Sérgio;Tenis Adidas;Lorraine Granados;feminino;credito
1246;São Paulo;Claudio Bueno;Tenis Adidas;Lynette Boothby;feminino;credito
1247;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Jose Treleven;masculino;credito
1248;Lajeado;Juliano Faccioni;Tenis NB;Rick Erps;masculino;credito
1249;São Paulo;Cassia Moraes;Tenis Adidas;Mary Schaus;feminino;pix
1250;Canoas;Luis Fernando;Tenis Fila;Joey Daughrity;feminino;credito
1251;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Eula Anderson;feminino;credito
1252;Canoas;Luis Fernando;Tenis Adidas;Dennis Soape;masculino;credito
1253;Lajeado;Juliano Faccioni;Tenis Adidas;Kelli Dagel;feminino;credito
1254;Florianópolis;Mario Sérgio;Tenis Nike;John Bilal;masculino;credito
1255;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Marc Vickers;masculino;credito
1256;São Paulo;Cassia Moraes;Tenis NB;Christopher Washington;masculino;credito
1257;Canoas;Luis Fernando;Tenis Adidas;Priscilla Torres;feminino;credito
1258;Florianópolis;Mario Sérgio;Tenis Nike;Alfredo Fonville;masculino;credito
1259;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Jeffrey Collins;masculino;credito
1260;São Paulo;Claudio Bueno;Tenis Adidas;Angel Lewis;masculino;credito
1261;Caxias do Sul;Mateus Kienzle;Tenis NB;Perry Davenport;masculino;boleto
1262;Florianópolis;Claudia dos Santos;Tenis Fila;Cindy Williamson;feminino;credito
1263;Florianópolis;Claudia dos Santos;Tenis Fila;Kennith Pipkin;masculino;credito
1264;Florianópolis;Claudia dos Santos;Tenis Fila;Jack Davidson;masculino;credito
1265;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Linda Miller;feminino;credito
1266;São Paulo;Claudio Bueno;Tenis Fila;Pamela Gutknecht;feminino;credito
1267;Florianópolis;Mario Sérgio;Tenis Adidas;Jessie Trevino;feminino;boleto
1268;Canoas;Carlos Henrique;Tenis NB;Jay Yingst;masculino;credito
1269;Lajeado;Adriano Soares;Tenis Nike;Omar Cotton;masculino;pix
1270;Lajeado;Juliano Faccioni;Tenis Fila;Dustin Meyer;masculino;credito
1271;Florianópolis;Mario Sérgio;Tenis NB;Melvin Muckle;masculino;credito
1272;São Paulo;Claudio Bueno;Tenis NB;Esperanza Roark;feminino;credito
1273;Lajeado;Adriano Soares;Tenis Adidas;Erinn Tillman;feminino;pix
1274;Canoas;Luis Fernando;Tenis NB;Judith Quinn;feminino;credito
1275;Lajeado;Adriano Soares;Tenis Nike;Belinda Webb;feminino;credito
1276;Lajeado;Adriano Soares;Tenis NB;John Boyd;masculino;credito
1277;Florianópolis;Claudia dos Santos;Tenis NB;Eugene Dubois;masculino;credito
1278;São Paulo;Claudio Bueno;Tenis Fila;Richard Davidson;masculino;credito
1279;Canoas;Luis Fernando;Tenis NB;Michael Luccous;masculino;credito
1280;Caxias do Sul;Mateus Kienzle;Tenis NB;Roy Golson;masculino;credito
1281;Porto Alegre;Rodrigo Tadewald;Tenis Nike;John Beal;masculino;boleto
1282;Caxias do Sul;Mateus Kienzle;Tenis Fila;Shirley Mitchell;feminino;credito
1283;Porto Alegre;Luiza Cherobini;Tenis Adidas;Daryl Converse;masculino;boleto
1284;Florianópolis;Mario Sérgio;Tenis Nike;Omar Ochs;masculino;credito
1285;Caxias do Sul;Mateus Kienzle;Tenis Nike;Dian Rieger;feminino;credito
1286;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Paul Fort;masculino;pix
1287;São Paulo;Claudio Bueno;Tenis Fila;Eugene Sissel;masculino;credito
1288;Florianópolis;Claudia dos Santos;Tenis Nike;Herma Cabrera;feminino;credito
1289;São Paulo;Cassia Moraes;Tenis Fila;Tanya Patterson;feminino;credito
1290;Florianópolis;Mario Sérgio;Tenis Nike;William Long;masculino;credito
1291;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Vincent Norton;masculino;credito
1292;São Paulo;Claudio Bueno;Tenis Adidas;Charles Chandler;masculino;credito
1293;Lajeado;Adriano Soares;Tenis NB;Rose Jones;feminino;credito
1294;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;David Wells;masculino;credito
1295;Canoas;Carlos Henrique;Tenis NB;Charles Bean;masculino;credito
1296;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Edith Phan;feminino;credito
1297;Florianópolis;Mario Sérgio;Tenis Adidas;Adam Spiers;masculino;credito
1298;Lajeado;Adriano Soares;Tenis Nike;Douglas Athey;masculino;credito
1299;São Paulo;Claudio Bueno;Tenis Fila;Marc Joseph;masculino;credito
1300;São Paulo;Claudio Bueno;Tenis Fila;Gerald Griswold;masculino;credito
1301;São Paulo;Cassia Moraes;Tenis Fila;Andres Dudek;masculino;credito
1302;Porto Alegre;Luiza Cherobini;Tenis Adidas;Murray Hartzell;masculino;credito
1303;Lajeado;Juliano Faccioni;Tenis Fila;Marilyn Kizer;feminino;credito
1304;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Dana Evans;masculino;credito
1305;Canoas;Luis Fernando;Tenis NB;Shirley Blood;feminino;pix
1306;Florianópolis;Mario Sérgio;Tenis Adidas;Harold Green;masculino;credito
1307;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Dorothy Stevenson;feminino;pix
1308;Porto Alegre;Luiza Cherobini;Tenis NB;James Thomas;masculino;credito
1309;São Paulo;Cassia Moraes;Tenis Adidas;Helen Hernandez;feminino;credito
1310;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Malcolm Wall;masculino;boleto
1311;Caxias do Sul;Mateus Kienzle;Tenis Fila;Duane Wages;masculino;credito
1312;São Paulo;Claudio Bueno;Tenis NB;Cecil Lenderman;masculino;credito
1313;Canoas;Luis Fernando;Tenis Adidas;Gerald Munsey;masculino;pix
1314;Porto Alegre;Luiza Cherobini;Tenis NB;Shaun Schneider;masculino;credito
1315;São Paulo;Claudio Bueno;Tenis NB;Elizabeth Bowman;feminino;boleto
1316;Lajeado;Adriano Soares;Tenis Adidas;Waldo Exum;masculino;credito
